PID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2822,-16.389889,-16.666962,-16.897814,-16.51329,-15.763004,-16.026781,-14.462988,-13.4423685,-13.295732,-18.583372,-20.582369,-16.905127,-15.526147,-15.48432,-15.765577,-16.4846,-13.44144,-15.27626,-13.753005,-13.144155,-16.846754,-20.207977,-22.9072,-22.080761,-22.008715,-23.13879,-22.154327,-22.991426,-23.185322,-23.077972,-22.200485,-23.606195,-22.743687,-20.362349,-21.237906,-17.724743
2823,-14.037923,-14.186277,-14.980023,-15.006914,-15.966655,-15.20081,-17.307034,-17.270252,-14.258774,-14.62938,-16.213436,-15.2246,-15.85445,-15.681686,-15.81101,-16.488064,-15.916017,-15.905518,-15.327501,-14.951614,-14.537928,-14.709824,-14.885108,-13.074339,-13.369957,-14.011976,-15.110861,-15.455242,-15.631903,-16.482513,-16.664644,-16.234941,-17.54108,-17.058357,-15.70949,-15.032914
2824,-12.531183,-12.29011,-12.178555,-12.203829,-12.213679,-12.812915,-12.8969345,-12.533116,-11.9012785,-12.166872,-12.415105,-11.910733,-11.912891,-12.139967,-11.840306,-11.882132,-11.779396,-12.056256,-12.707276,-11.993199,-11.932644,-12.134712,-12.336599,-11.821065,-12.608784,-12.099704,-12.162781,-11.852882,-12.107023,-11.767319,-12.545807,-12.261156,-12.095484,-12.047699,-12.129054,-12.293404
2825,-16.833317,-16.444672,-16.209017,-15.265888,-15.2620125,-15.951143,-15.564447,-15.3576975,-13.843246,-14.101435,-14.583345,-14.648066,-15.615807,-15.800503,-15.006866,-14.7558565,-14.537329,-14.088654,-14.797962,-13.321213,-13.511995,-14.29587,-16.341787,-20.467907,-22.886078,-20.907707,-22.150928,-23.153496,-23.529049,-22.385925,-23.025387,-21.06519,-20.850086,-20.330864,-19.488176,-17.301838
2826,-14.609713,-14.261007,-14.916281,-14.036768,-15.268631,-15.138832,-14.612291,-15.183107,-13.57901,-14.341911,-15.075037,-14.017924,-16.223324,-16.032797,-17.3323,-18.058292,-17.008263,-15.473522,-14.616486,-14.597208,-13.912357,-13.940485,-13.055885,-12.2604,-14.180318,-15.307598,-15.828402,-16.206373,-16.082243,-16.874964,-17.152012,-17.352175,-17.878578,-17.358868,-16.109034,-14.723151
2827,-13.066513,-13.10778,-12.838851,-12.796869,-12.744903,-12.907734,-13.260546,-13.282335,-12.423858,-13.027945,-12.800692,-12.500891,-12.293406,-13.312663,-12.699198,-12.49016,-12.570913,-13.236,-13.140045,-13.082888,-12.637922,-13.333025,-13.8854065,-12.793201,-14.025764,-14.058304,-13.194847,-13.0365715,-13.7624,-13.607185,-14.655431,-14.302961,-13.846946,-13.5591,-13.39229,-13.30689
2828,-15.230905,-15.886364,-17.187225,-15.606466,-16.284376,-16.357414,-16.94906,-17.176865,-13.627053,-14.038033,-15.402822,-14.693689,-14.8010235,-14.76637,-13.391005,-13.339304,-13.345008,-14.037134,-14.016171,-13.971029,-15.75668,-17.344992,-18.298038,-17.915857,-17.41291,-16.98734,-16.827532,-16.16222,-15.546254,-14.323442,-14.048769,-13.612634,-14.069429,-16.873241,-17.069944,-16.769978
2829,-13.647133,-13.255775,-13.369036,-12.9578495,-12.489401,-13.658062,-14.537335,-14.415619,-13.412423,-13.661104,-13.518881,-13.086762,-12.882943,-13.4428425,-12.471075,-12.55793,-12.601638,-12.366147,-13.325279,-12.336296,-11.920571,-12.540002,-13.129722,-12.174772,-13.479193,-12.801331,-12.95041,-12.716123,-12.69075,-12.637472,-13.402519,-13.227869,-12.8284645,-12.755838,-12.8771305,-13.380142
2830,-15.798704,-15.4873,-14.550253,-14.831387,-14.352008,-13.854142,-15.728506,-16.518312,-14.602185,-18.7315,-18.32855,-16.0643,-15.57376,-15.442188,-15.302926,-15.198601,-13.542799,-13.800454,-13.57959,-12.660035,-12.147991,-15.8910265,-19.940813,-18.273756,-15.697647,-15.86144,-15.466709,-15.381132,-15.398884,-13.711486,-14.40215,-14.474336,-12.573138,-15.365763,-18.570534,-17.368692
2831,-14.924835,-14.703506,-15.424356,-15.560252,-15.9125,-16.313255,-17.31683,-17.613518,-14.99369,-15.2535305,-15.221449,-15.36417,-18.035303,-18.588764,-19.803127,-19.308613,-17.260803,-16.140709,-15.648742,-14.6199875,-14.111517,-14.352157,-13.597195,-13.062003,-14.25028,-14.320401,-16.734453,-20.425995,-22.993534,-22.196373,-21.648323,-20.189156,-19.905941,-19.135187,-17.107042,-16.47678
2832,-15.10461,-17.320362,-19.847023,-19.208385,-19.154657,-17.92498,-16.141836,-15.3467045,-14.512261,-14.564388,-15.073681,-13.81535,-15.179155,-14.022474,-16.300228,-20.015982,-21.232124,-19.62579,-16.96979,-16.463821,-15.78652,-15.529421,-14.865057,-13.345385,-12.909206,-12.740553,-13.880038,-15.730724,-16.165623,-19.43406,-19.160625,-18.52224,-20.369453,-21.052744,-19.285854,-17.9998
2833,-12.776545,-12.810067,-12.744282,-12.772569,-12.875437,-13.08465,-12.839132,-13.243923,-12.4888115,-12.729978,-12.389284,-12.559339,-12.566639,-12.298328,-12.346029,-12.110636,-12.667255,-12.585047,-12.408123,-12.24794,-12.321859,-12.686027,-12.963058,-12.178099,-12.442186,-12.520599,-12.4498005,-12.759114,-12.706375,-12.375339,-12.1937475,-13.070602,-12.316956,-12.693567,-12.934231,-12.857449
2834,-15.565012,-14.776781,-14.7686,-14.485184,-14.1501665,-14.316936,-15.716812,-15.887287,-13.506755,-14.169155,-15.970228,-14.884263,-16.369183,-16.397331,-18.296783,-19.948061,-18.007042,-17.144335,-15.851078,-15.140453,-14.735865,-14.666013,-14.542486,-13.001495,-12.710868,-13.502174,-14.348904,-15.622442,-17.526049,-18.390488,-19.000198,-18.728964,-20.0525,-18.844587,-16.630863,-15.999161
2835,-15.683954,-14.818068,-14.6134205,-15.111337,-14.995853,-15.43495,-15.235499,-16.232574,-15.192957,-15.519667,-15.526369,-15.534758,-15.987862,-16.42898,-17.846607,-17.50266,-16.18609,-16.004768,-15.580048,-14.609416,-13.976272,-14.160742,-13.558872,-13.475615,-13.747204,-13.436958,-15.248962,-19.543774,-21.945179,-20.870209,-20.404507,-19.316227,-17.683102,-19.122753,-16.871288,-16.226995
2836,-17.50952,-15.9463415,-16.392815,-16.252901,-16.297968,-15.622827,-17.153027,-16.414658,-15.577574,-14.295884,-15.9754095,-15.473142,-14.898324,-14.316283,-15.527931,-15.315905,-15.678807,-15.900181,-17.340462,-16.248177,-16.036617,-16.289701,-16.578167,-16.070606,-17.930098,-16.607765,-16.79335,-16.980064,-17.411036,-17.508423,-18.21732,-17.433819,-16.59944,-16.574915,-16.421982,-16.388466
2837,-16.611902,-15.877576,-15.244421,-14.994734,-14.153223,-13.142107,-13.617977,-14.233368,-14.918567,-14.795861,-15.515265,-15.81065,-17.96228,-17.346678,-17.159954,-16.350672,-15.969548,-15.514576,-14.550531,-13.708376,-13.221405,-14.44265,-12.87871,-12.9721155,-16.455368,-15.879445,-19.446556,-19.593655,-20.608376,-19.601452,-19.41484,-18.341196,-17.777695,-17.2097,-17.33672,-17.65524
2838,-14.575139,-15.615044,-16.332687,-16.605555,-15.369351,-15.365341,-15.819124,-15.487473,-13.565199,-13.970171,-14.597654,-14.453037,-16.549864,-17.562864,-14.95341,-16.420742,-14.752186,-15.101229,-14.868933,-14.773012,-17.53661,-17.98288,-17.702715,-17.097689,-17.243105,-17.114773,-17.002369,-16.680632,-17.081705,-14.957787,-14.85832,-14.211056,-14.209343,-16.783207,-15.286091,-15.19672
2839,-13.886175,-12.997619,-13.147622,-13.265248,-13.058247,-13.765277,-14.097683,-13.854431,-12.977526,-13.499307,-12.841859,-12.817463,-12.691053,-12.967601,-12.427158,-12.35457,-12.323496,-12.687859,-13.319783,-12.503101,-12.366885,-12.694344,-12.848238,-12.645812,-13.586616,-13.201484,-13.318703,-12.893454,-13.151205,-12.743064,-13.248874,-13.154894,-12.823678,-12.973202,-12.978496,-13.167805
2840,-17.851562,-17.814674,-16.711666,-15.927383,-15.380926,-15.072521,-15.032155,-14.61197,-13.221491,-14.1386175,-16.558964,-17.297401,-17.993938,-17.555021,-16.202614,-15.541666,-14.720968,-14.344072,-14.412772,-13.769588,-13.323241,-13.918503,-18.9485,-21.845282,-24.573494,-22.730848,-23.628532,-23.957409,-24.144228,-23.956459,-25.121616,-23.228638,-23.695852,-22.933132,-22.125015,-20.14037
2841,-18.11451,-17.21202,-15.224337,-14.822812,-15.017342,-14.547771,-15.7715645,-14.863663,-13.493137,-12.69071,-13.688809,-15.899944,-17.085411,-18.204895,-14.820901,-14.398647,-14.896492,-15.453402,-14.610048,-14.062257,-14.420448,-13.579191,-15.782007,-16.031555,-16.620916,-16.420513,-15.215848,-15.106164,-14.937586,-13.938494,-13.739904,-14.108976,-13.722675,-12.624814,-13.806616,-16.322433
2842,-13.602604,-13.899513,-13.3513,-13.07703,-13.061464,-13.262972,-14.033327,-14.2859535,-13.096032,-14.022295,-13.670098,-13.080338,-12.972805,-13.73658,-13.728949,-13.096546,-13.214357,-14.530134,-14.023702,-13.891568,-12.86393,-14.206711,-14.956859,-13.178993,-15.471392,-15.268347,-15.1753435,-17.665586,-20.077774,-19.723701,-18.116577,-17.69687,-16.04759,-15.335884,-14.613438,-14.202916
2843,-14.454693,-16.037655,-17.143534,-15.996822,-16.71518,-15.594178,-14.343811,-15.327042,-13.201405,-13.763212,-14.079041,-13.912838,-15.744608,-15.404457,-13.863544,-14.841677,-14.547962,-15.3209915,-14.818093,-15.044613,-16.405544,-17.44001,-16.787796,-16.226618,-16.70142,-16.997198,-16.648209,-16.278175,-15.475268,-14.192438,-14.416134,-13.501463,-13.686191,-15.37703,-14.524162,-13.77627
2844,-19.52924,-18.281754,-19.313606,-19.728794,-19.418652,-21.367046,-21.814941,-20.815329,-19.986328,-20.161518,-19.262522,-18.511501,-18.78912,-17.936619,-17.740036,-17.471975,-16.486347,-16.850405,-17.908596,-16.15638,-16.275696,-17.169104,-17.532516,-16.548939,-18.051685,-17.416956,-18.655125,-17.90068,-18.241665,-17.297615,-18.206383,-16.85152,-17.890263,-17.84661,-17.82928,-17.794605
2845,-21.58009,-20.897427,-15.514271,-14.463976,-14.789932,-15.516492,-14.076876,-14.662655,-11.814813,-11.484737,-12.924987,-20.230095,-21.058523,-21.398275,-16.758179,-15.106364,-14.751821,-15.136585,-15.349561,-14.521635,-14.370819,-14.811838,-12.615442,-12.26241,-14.234495,-13.980388,-15.290518,-19.581564,-23.02734,-22.40683,-21.66095,-21.190601,-21.22522,-19.876234,-15.695303,-15.299826
2846,-12.518412,-12.2569275,-12.037289,-12.278767,-11.730894,-12.226669,-11.893582,-12.417869,-11.575724,-12.098165,-11.467506,-11.598099,-12.263407,-12.581961,-11.842227,-11.723406,-11.860853,-11.560584,-11.802904,-12.208555,-11.933421,-11.893391,-12.038918,-11.52506,-11.946148,-11.995536,-12.11582,-12.285266,-12.116535,-12.2184105,-11.795563,-11.68357,-11.644053,-11.832148,-12.38122,-12.453791
2847,-13.428194,-14.0652485,-13.526335,-13.225317,-13.144735,-13.545072,-13.739368,-14.024201,-12.457447,-13.465784,-13.550711,-13.463121,-12.339027,-13.538364,-12.953121,-13.168694,-13.078119,-14.122575,-13.635679,-13.838556,-13.116877,-13.952871,-14.513611,-12.901716,-14.409653,-14.5327215,-15.065763,-17.817936,-19.981947,-19.633472,-17.097723,-17.484749,-15.547892,-14.98191,-14.482687,-13.917774
2848,-13.114437,-13.00857,-12.770842,-12.954162,-12.823797,-13.054864,-13.540447,-13.190796,-12.249128,-13.239876,-12.725292,-12.327026,-12.2602415,-12.634682,-12.352024,-12.307402,-12.388076,-12.987604,-12.789356,-13.017689,-12.183303,-13.147559,-13.512402,-12.962706,-14.314944,-13.498234,-13.204721,-13.397211,-14.318971,-14.156126,-14.673382,-13.877216,-13.69426,-13.246204,-12.997385,-13.244506
2849,-16.979004,-15.865426,-15.547267,-15.301525,-14.810542,-14.538973,-15.589119,-15.200384,-15.3097105,-15.0735,-15.977343,-16.788364,-18.924072,-18.381695,-18.098385,-16.785473,-16.130806,-15.358723,-15.151862,-14.274606,-13.81028,-13.714966,-12.586322,-12.826032,-15.134905,-14.8821745,-20.35591,-21.504944,-22.91536,-21.467188,-21.663591,-20.738403,-19.264252,-18.561054,-17.77414,-17.50174
2850,-16.674866,-17.164993,-15.278898,-14.846255,-15.508401,-16.485033,-15.527601,-15.136135,-13.476447,-12.671477,-12.640312,-15.748004,-17.936432,-18.508183,-15.172976,-14.966872,-15.083022,-15.526645,-13.954861,-14.508181,-14.311846,-13.840444,-14.233618,-15.9685755,-18.4716,-17.375484,-14.902357,-14.554351,-14.641558,-13.942991,-13.488047,-14.501769,-14.143916,-13.221939,-13.738816,-18.481289
2851,-15.719887,-15.929503,-15.735611,-13.941612,-14.770689,-14.655896,-14.608274,-15.447651,-14.770929,-13.140888,-16.217339,-17.412407,-19.081247,-19.721529,-15.2345705,-15.2026,-15.329401,-14.732021,-13.926136,-13.128452,-14.894106,-12.531524,-14.309178,-16.70775,-19.383017,-22.265743,-22.027761,-22.713676,-22.853077,-22.82322,-21.809275,-24.149479,-20.789246,-19.940573,-17.647594,-15.784224
2852,-13.317902,-13.422153,-13.221969,-13.15507,-13.18659,-13.323277,-13.515402,-13.735655,-12.623434,-13.51242,-13.232246,-12.846083,-12.608672,-13.369602,-13.090944,-12.705361,-12.830224,-13.713646,-13.408372,-13.318277,-12.752836,-13.782228,-14.44635,-13.201439,-14.953726,-14.9290285,-14.248149,-15.124131,-17.336407,-17.133404,-16.19913,-16.350365,-15.349646,-14.93277,-14.185085,-13.987797
2853,-20.725632,-20.717194,-15.518773,-15.177534,-15.528161,-15.244175,-14.222967,-14.977389,-13.776105,-12.386009,-13.405769,-13.826986,-19.145935,-19.794357,-19.952671,-17.949703,-15.595775,-15.038925,-15.011568,-14.729357,-15.220032,-14.188519,-14.824965,-12.586983,-15.455521,-16.524746,-16.36959,-18.638222,-19.600368,-15.773024,-15.349281,-15.969166,-15.593494,-14.94499,-14.873623,-14.213213
2854,-12.472968,-12.758839,-12.533888,-12.528725,-12.602156,-12.908759,-12.93482,-13.034241,-12.400111,-12.461991,-12.29946,-12.390995,-12.368255,-12.496171,-12.037598,-11.751523,-12.415907,-12.115989,-11.994228,-12.18032,-12.543725,-12.316544,-12.468483,-12.058955,-12.110973,-12.529134,-12.364565,-12.43792,-12.284702,-12.116199,-12.337166,-12.708767,-12.229027,-12.637552,-12.259888,-12.567986
2855,-17.027842,-16.547075,-16.203476,-15.917576,-15.021011,-14.532497,-14.850124,-14.757505,-13.657407,-13.973095,-14.208054,-13.838285,-15.442439,-17.238476,-17.006203,-17.489237,-15.743652,-15.323411,-15.235094,-15.735977,-16.605232,-15.5969,-14.44283,-13.739018,-13.85445,-13.350142,-13.684291,-13.851835,-14.891677,-14.355569,-14.614046,-14.398615,-14.744856,-17.541868,-15.572388,-14.081787
2856,-14.218349,-14.918642,-14.650032,-15.086771,-14.926731,-15.506935,-17.06668,-17.306301,-14.181698,-14.773168,-15.390397,-15.216133,-16.603796,-17.726194,-15.995207,-17.116327,-15.3857155,-15.301939,-15.413286,-15.844814,-18.274483,-17.211056,-16.572342,-14.748386,-15.287352,-15.854649,-16.929327,-16.553436,-17.53526,-16.420424,-15.822287,-15.042936,-15.094028,-15.90539,-14.794348,-14.455656
2857,-14.695732,-16.433231,-17.763144,-16.834024,-15.855972,-15.679968,-15.335705,-15.002745,-13.645794,-14.25219,-14.34716,-14.283962,-16.927946,-17.45301,-15.729764,-16.738344,-15.854054,-15.514601,-15.404741,-15.82736,-18.723118,-17.790688,-16.519323,-15.99515,-16.629116,-16.41204,-16.992603,-15.828209,-15.783974,-14.7128105,-14.182188,-13.44043,-13.569344,-14.830166,-14.104598,-14.536309
2858,-13.669411,-13.349316,-13.67396,-13.339161,-13.359016,-14.10386,-14.158784,-13.483601,-12.805569,-12.974149,-13.065225,-12.5660305,-12.300007,-12.453777,-12.4051895,-12.7289,-12.859597,-12.947628,-13.406427,-12.670774,-12.50553,-13.132028,-13.0834,-12.489126,-13.213168,-12.353448,-12.322354,-12.074994,-12.889027,-12.713088,-13.168186,-13.086619,-12.823099,-12.893728,-12.799885,-13.10993
2859,-14.8555765,-15.127696,-15.2599125,-15.683474,-14.156349,-15.104694,-14.826255,-14.179019,-11.861204,-13.870654,-15.236024,-14.890324,-14.550418,-14.722653,-14.2080965,-14.016722,-12.816673,-13.496901,-13.310832,-13.472187,-13.972421,-13.619627,-16.946136,-16.023586,-16.65744,-18.36551,-17.306458,-19.771072,-19.776176,-19.540247,-19.569624,-20.33991,-18.79523,-17.62193,-18.219255,-16.516449
2860,-15.719852,-16.096697,-16.251247,-15.886108,-16.604015,-16.923758,-17.630754,-17.730698,-15.578637,-16.623466,-16.604038,-14.81777,-13.634319,-14.884895,-13.83054,-13.834615,-13.822609,-13.879584,-14.647536,-13.797035,-13.505182,-14.31374,-14.60828,-13.369215,-15.218477,-13.636164,-14.408758,-13.314675,-13.864952,-13.197041,-14.315167,-14.227402,-13.805712,-14.085131,-14.349321,-15.113745
2861,-13.094959,-13.158468,-12.999526,-12.9217,-12.865773,-13.391878,-13.499817,-13.446866,-12.45062,-13.018587,-13.000845,-12.661507,-12.292315,-12.99959,-12.426153,-12.431908,-12.332197,-12.375125,-12.967178,-12.476869,-12.554536,-12.570706,-12.95641,-12.268472,-13.054305,-12.454208,-12.664135,-12.148182,-12.357586,-12.016067,-12.744502,-12.791219,-12.407005,-12.4037075,-12.52491,-12.774154
2862,-16.179474,-16.052404,-16.210821,-16.040787,-17.248812,-16.665232,-19.440544,-18.504192,-16.61734,-17.801271,-17.765667,-15.500474,-14.244007,-14.932129,-14.005821,-13.592503,-13.578953,-14.029202,-14.424852,-14.2574415,-12.904319,-14.603778,-16.10035,-14.984343,-17.465298,-14.96439,-15.331028,-15.044827,-14.882853,-14.323162,-14.757076,-16.0822,-14.286294,-14.0732565,-14.374641,-14.703893
2863,-12.632922,-12.420137,-12.604963,-12.349554,-12.415164,-12.878134,-12.853307,-12.625631,-12.101194,-12.361049,-12.2760105,-11.930361,-11.7666,-12.204132,-12.009774,-11.903746,-11.873513,-12.132592,-12.757603,-12.072184,-11.975344,-12.187605,-12.507101,-12.001181,-12.893209,-12.074198,-12.292391,-11.956512,-12.378193,-12.022833,-12.715308,-12.464719,-12.179034,-12.27166,-12.270906,-12.567118
2864,-12.321584,-11.83703,-11.989277,-11.795931,-11.714762,-12.11461,-12.613558,-12.18384,-11.634008,-11.96566,-11.687123,-11.334202,-11.991354,-11.97779,-11.793,-11.522365,-11.689323,-11.752222,-12.116167,-11.742607,-11.854412,-11.968079,-12.073715,-11.552415,-12.076447,-11.940058,-11.560482,-11.66344,-11.752758,-11.244728,-12.259443,-12.463491,-11.847712,-11.753912,-11.919146,-12.198936
2865,-18.883999,-18.596981,-16.678911,-15.990687,-16.081078,-14.738712,-14.671947,-14.47378,-13.011886,-14.449499,-18.01226,-15.494024,-15.985713,-14.997128,-15.552001,-15.268706,-13.430766,-13.825427,-13.676438,-13.031301,-16.197498,-16.172432,-21.809587,-22.748936,-25.200108,-22.423573,-23.443104,-23.838383,-23.850767,-23.620825,-24.594238,-22.439178,-23.361246,-23.14199,-22.903667,-21.102211
2866,-15.777725,-15.964864,-16.037268,-14.133178,-14.820598,-13.885723,-15.103489,-15.594506,-14.175423,-14.701948,-18.936058,-19.908176,-17.861008,-18.331413,-15.136126,-15.213396,-15.090474,-14.262348,-14.574993,-14.945841,-14.5796585,-12.502384,-19.063423,-21.326435,-21.05282,-23.058205,-21.368,-22.675903,-22.785154,-22.746424,-21.80238,-23.802536,-22.459435,-19.955997,-20.006493,-16.107037
2867,-15.264859,-15.806747,-15.417221,-15.244206,-15.34543,-15.544997,-15.504054,-16.318058,-14.16095,-14.554419,-14.540849,-12.9909525,-12.805553,-13.755823,-12.650643,-12.735826,-13.034343,-13.216993,-13.191608,-12.951153,-12.740452,-12.917686,-13.707846,-12.044358,-13.096432,-12.472292,-12.348708,-11.65567,-12.200115,-11.762939,-12.460114,-13.414646,-12.3288355,-12.756321,-12.965765,-12.689873
2868,-19.126736,-18.175016,-15.401898,-14.599162,-14.988933,-15.224519,-14.819917,-14.323083,-13.190258,-12.5407715,-12.816821,-16.356554,-18.018213,-18.625042,-15.291445,-14.322271,-14.829568,-15.175158,-14.895511,-13.861857,-13.946485,-13.186924,-15.802988,-16.050581,-17.194199,-17.288687,-15.714707,-14.797763,-15.059276,-14.449497,-13.631126,-14.490749,-14.167402,-12.128858,-13.5613,-17.307411
2869,-12.716184,-12.483265,-12.85428,-12.463017,-12.723852,-12.730335,-12.855204,-12.822107,-11.987871,-12.576092,-12.271394,-11.876406,-11.859882,-12.673348,-12.294467,-12.028675,-11.771341,-12.743114,-12.322727,-12.380358,-12.050271,-12.309091,-12.997054,-11.939411,-12.661693,-13.047085,-12.023017,-12.033857,-12.1639385,-11.964403,-12.375439,-12.604489,-12.327125,-12.170028,-12.320584,-12.604048
2870,-13.794943,-14.360662,-14.23243,-14.519228,-14.863616,-15.481764,-16.866936,-17.164057,-13.9580555,-14.423471,-15.875671,-15.227718,-16.354332,-17.450668,-15.623279,-16.39571,-15.258094,-15.337069,-15.62887,-16.253819,-18.32681,-17.21991,-16.959444,-15.629475,-15.960791,-16.68347,-16.55663,-16.438295,-17.685455,-16.197483,-15.673016,-14.837502,-14.573919,-15.985476,-14.512588,-14.399308
2871,-15.980124,-15.064911,-14.741657,-14.189424,-13.222586,-12.187782,-12.347042,-12.517586,-12.319096,-12.756004,-12.096392,-12.352734,-12.513006,-12.961937,-13.368923,-13.635148,-12.55056,-11.836067,-11.896086,-12.351908,-13.073948,-11.697817,-12.073798,-11.82412,-12.214242,-12.912288,-13.593088,-14.388697,-15.475655,-14.513704,-14.054787,-13.202629,-13.575915,-16.735876,-13.448795,-11.811937
2872,-13.2449665,-12.519449,-13.09388,-12.602026,-12.776968,-13.693019,-13.609709,-13.188106,-12.663116,-12.814431,-12.642481,-12.358711,-12.910062,-12.0644045,-12.71379,-12.111036,-12.095121,-12.622309,-13.181244,-13.096895,-11.616902,-12.613899,-13.372602,-12.498848,-13.298906,-12.308331,-12.417096,-12.471858,-12.564295,-11.886694,-12.871026,-12.3954115,-12.244597,-12.753133,-12.765456,-12.668322
2873,-13.956052,-14.009239,-15.654743,-15.26096,-14.963216,-15.137338,-15.301923,-14.529906,-14.109149,-14.126106,-13.883537,-12.789178,-13.085611,-12.891812,-12.852937,-12.877226,-13.305755,-13.687621,-15.196941,-14.606585,-14.69819,-15.213542,-13.764336,-13.779534,-15.0544815,-14.399768,-14.284497,-13.439475,-13.490467,-12.180487,-13.619083,-13.915304,-14.875269,-15.04059,-15.264898,-14.393829
2874,-13.052303,-13.215597,-13.55185,-13.129239,-13.834564,-13.814474,-14.081144,-14.741274,-13.289959,-13.431385,-13.853903,-13.459653,-13.503465,-14.017317,-14.314069,-13.843402,-14.132372,-14.128326,-13.569189,-13.216648,-13.205485,-13.845863,-13.6980095,-12.696396,-12.963856,-13.092847,-13.924614,-13.262695,-13.754144,-13.545485,-13.364719,-13.510511,-13.835635,-14.056512,-14.274339,-14.13535
2875,-15.865469,-15.23645,-16.024473,-16.339663,-14.755182,-16.046692,-14.635439,-13.274124,-12.929393,-16.75325,-17.713278,-16.497986,-16.1854,-16.13814,-15.217586,-15.134269,-13.4620075,-14.377465,-13.100946,-12.073082,-13.669915,-14.030777,-17.27285,-19.807137,-21.978981,-20.344227,-20.858345,-21.029213,-20.705454,-19.454947,-20.026028,-19.410395,-18.683561,-18.777761,-17.872227,-17.128464
2876,-15.515543,-15.619841,-16.152342,-15.113057,-15.009671,-14.88055,-13.361433,-13.289365,-12.990504,-15.50868,-17.93715,-19.609783,-17.649628,-17.530481,-15.080037,-15.149188,-15.277178,-15.058043,-14.388151,-14.163807,-15.05827,-12.376896,-20.98935,-21.800446,-21.435486,-23.149033,-21.325775,-22.817581,-23.021925,-22.912178,-22.032663,-23.735712,-22.589642,-20.451958,-18.944408,-16.94674
2877,-13.176067,-12.345672,-12.63269,-12.831289,-12.700728,-12.384559,-12.696388,-12.517886,-12.67353,-12.955743,-13.212314,-13.118303,-13.266116,-14.024854,-13.831095,-13.229742,-12.975379,-13.091173,-13.0582285,-12.425976,-12.688203,-12.786982,-13.588049,-12.866238,-13.192656,-12.47629,-13.461937,-13.407618,-13.851786,-12.962279,-13.522993,-12.788717,-13.170056,-13.602573,-13.264887,-13.590026
2878,-14.613722,-14.645649,-14.836186,-14.864235,-14.917526,-15.830248,-16.026932,-15.663263,-13.7004,-14.793228,-14.755487,-13.658116,-12.888578,-13.817316,-13.064207,-13.157648,-13.088084,-13.182546,-13.562801,-13.032427,-12.674875,-13.30178,-13.629018,-12.835776,-14.0817795,-12.83492,-13.698153,-12.5626745,-13.211756,-12.542431,-13.554684,-13.799475,-13.138317,-13.551226,-13.768279,-14.170255
2879,-12.320132,-12.470556,-12.508175,-12.3269005,-11.842313,-12.564827,-12.499342,-11.9213085,-11.976286,-12.426115,-11.853285,-12.134472,-12.48281,-12.619725,-11.929913,-12.145468,-11.9469185,-12.546173,-12.498812,-12.135394,-12.261153,-12.478238,-12.191582,-12.261463,-12.595128,-12.465671,-12.103295,-12.248683,-12.079242,-12.116806,-12.362999,-12.534685,-11.723118,-12.237953,-12.518232,-12.508892
2880,-16.76255,-14.523715,-14.34092,-14.157849,-13.740224,-13.846651,-14.24555,-14.631123,-14.57196,-19.835781,-19.619652,-20.802391,-13.953141,-13.931465,-14.076393,-14.639757,-14.642936,-13.02433,-14.047077,-14.133683,-12.985336,-11.861641,-15.8821335,-18.373066,-20.91652,-20.340664,-16.180218,-15.897113,-14.533037,-13.647797,-13.923443,-14.178902,-13.404865,-12.25296,-19.10847,-19.022596
2881,-21.041342,-18.350796,-16.505232,-15.8697815,-15.381807,-14.130672,-15.606386,-14.191286,-12.835949,-15.71832,-20.50441,-18.838196,-16.171913,-14.441948,-15.615181,-14.291192,-13.264229,-13.551554,-15.536207,-14.738865,-14.067251,-15.124865,-20.764198,-21.825428,-25.093601,-20.463272,-22.351734,-23.5898,-23.480267,-23.44123,-24.499014,-21.368357,-22.255161,-22.043095,-22.280787,-20.316845
2882,-17.849272,-16.368156,-17.268646,-16.862135,-15.579317,-15.332054,-15.909441,-15.005466,-15.115139,-15.296555,-14.486237,-14.094032,-13.354786,-14.43069,-15.083218,-15.209493,-13.902971,-13.112388,-14.207495,-14.906412,-15.652275,-14.457441,-14.897175,-14.744196,-15.344854,-14.593014,-15.994167,-15.87029,-14.830326,-14.78634,-14.896006,-14.090933,-14.727583,-16.574944,-15.592891,-13.852371
2883,-13.347082,-12.139824,-12.464653,-11.748926,-12.224037,-13.691316,-14.155443,-12.213908,-11.740347,-12.131247,-12.212316,-11.874622,-13.05622,-11.610875,-11.776844,-11.7676935,-11.994894,-12.374752,-13.240252,-11.26477,-11.278336,-12.406443,-11.637632,-11.347022,-13.257645,-11.491535,-11.828459,-11.650936,-11.843315,-11.684145,-13.291477,-11.828506,-12.304182,-12.341978,-12.533886,-12.348472
2884,-16.194246,-15.416366,-15.796708,-15.377556,-15.72027,-16.578648,-16.513437,-16.295652,-14.791746,-15.789234,-15.266277,-13.839157,-13.4097395,-14.076267,-13.319654,-13.142852,-13.004073,-13.083485,-13.396559,-12.966869,-12.618959,-13.374815,-13.800449,-12.656765,-13.81721,-12.803134,-13.303001,-12.5694275,-12.869553,-12.12067,-12.896904,-13.328179,-12.779059,-13.078566,-13.053866,-13.590504
