PID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1978,-17.028658,-16.954773,-15.703508,-16.104229,-15.709043,-14.570396,-15.139339,-15.18013,-13.185629,-16.63979,-21.300774,-18.572065,-16.023544,-15.310869,-15.99826,-16.008194,-15.472873,-15.085812,-15.25907,-14.656038,-12.216694,-14.1227665,-20.271645,-21.194956,-23.994408,-22.251896,-22.998905,-22.154911,-23.12687,-23.126,-22.92305,-21.715183,-22.537308,-22.550848,-21.600338,-19.741405
1979,-11.72992,-11.850266,-11.889124,-11.83387,-11.765332,-12.144339,-12.249407,-12.618894,-11.733276,-11.8817425,-11.487526,-11.687965,-11.428227,-11.762245,-11.800382,-11.27606,-11.2074585,-11.699533,-11.7617,-11.008171,-11.415869,-11.647007,-12.2091675,-11.239922,-11.817628,-12.040171,-11.370592,-11.448793,-11.551425,-11.422186,-11.437347,-11.9122925,-11.540617,-11.879641,-11.67514,-11.870831
1980,-13.4829855,-13.50495,-14.800818,-14.765112,-15.112827,-15.218397,-15.09384,-14.662287,-13.359495,-13.758633,-14.353138,-14.219488,-13.680048,-13.640273,-13.800865,-13.447245,-13.742244,-14.594845,-13.99682,-13.138929,-13.257364,-13.5007,-14.116716,-13.74527,-13.76165,-13.372145,-14.084814,-15.263298,-15.163649,-14.689872,-14.359892,-13.589815,-13.885984,-13.732565,-13.355373,-13.649794
1981,-23.992529,-21.705915,-21.590363,-18.076017,-16.086246,-17.303467,-14.495955,-15.72249,-12.841333,-18.058033,-15.018262,-15.390401,-20.723047,-19.211697,-18.267788,-19.08659,-15.658918,-14.779121,-15.194168,-13.533359,-18.63132,-23.294191,-22.719976,-23.924982,-26.474949,-23.020512,-24.375061,-24.269432,-24.38038,-24.297699,-26.495327,-23.266655,-24.193535,-24.940384,-24.28849,-23.851715
1982,-14.735352,-14.174529,-13.889494,-14.036371,-13.866477,-13.906974,-13.857881,-13.836217,-13.409124,-15.235633,-13.677735,-13.487433,-14.099138,-16.709057,-17.492044,-14.940725,-13.65799,-13.825499,-14.109746,-13.955534,-14.814448,-14.582509,-14.973269,-14.514274,-14.465893,-13.777867,-14.373474,-14.856997,-14.767244,-14.251441,-13.093267,-12.808591,-13.1429405,-14.239824,-13.990557,-14.2785845
1983,-13.877057,-14.211484,-14.715187,-14.911266,-15.606655,-16.257004,-16.996502,-17.450504,-14.352898,-14.621559,-15.161876,-14.153685,-16.169031,-16.341059,-16.853937,-17.226011,-17.346567,-16.68192,-16.407917,-15.864066,-16.49019,-16.300613,-15.529087,-14.807154,-14.81638,-14.299435,-14.2931385,-14.522529,-15.487356,-17.449488,-19.62991,-19.362925,-18.75716,-17.189013,-15.76722,-14.545594
1984,-13.255503,-12.433756,-12.590803,-12.483694,-12.654078,-13.241864,-13.172871,-12.833419,-11.992065,-12.62112,-12.604195,-12.373499,-12.34631,-12.509846,-12.677577,-12.040505,-12.036309,-12.790587,-13.268253,-11.922822,-12.474121,-12.489346,-12.701077,-12.245758,-13.168778,-12.788952,-12.522652,-12.673852,-12.647636,-12.207508,-13.256035,-13.098831,-12.766518,-12.576513,-12.68392,-12.6450615
1985,-13.423274,-13.252689,-13.598961,-14.016262,-14.353288,-14.236841,-14.560548,-14.995293,-13.472271,-13.913128,-13.674454,-13.386352,-13.609226,-15.167413,-16.921265,-14.96535,-13.398289,-13.267589,-13.474268,-13.52504,-14.726629,-14.147376,-14.255226,-14.119962,-14.000313,-13.264359,-13.976536,-14.749752,-14.70279,-14.432419,-14.320683,-13.668428,-13.404749,-13.659901,-13.179178,-13.214852
1986,-21.686106,-19.236637,-18.301266,-20.118769,-19.845165,-21.29298,-18.43156,-18.097822,-18.297007,-20.436878,-17.567568,-19.30314,-17.22593,-16.572533,-17.694647,-19.340282,-20.156832,-19.254389,-21.091642,-19.611334,-17.862068,-20.161036,-20.695225,-21.162628,-23.344383,-20.889656,-21.704092,-21.575434,-21.332388,-20.794783,-22.95443,-20.613287,-20.678299,-21.37786,-20.672718,-20.508743
1987,-13.66925,-13.737106,-15.2952385,-15.778696,-16.229057,-16.097054,-16.48585,-16.717293,-14.154564,-13.7673435,-14.781426,-13.21412,-13.788107,-15.144754,-14.312986,-11.781768,-11.488726,-11.872877,-12.502991,-12.851566,-17.520851,-18.035559,-18.231533,-16.843605,-16.502563,-15.216736,-15.695576,-16.311111,-15.710611,-14.628077,-14.4710865,-13.913267,-13.922749,-14.877209,-13.993486,-13.801489
1988,-18.335148,-17.525509,-17.382557,-15.451775,-14.900898,-13.52334,-14.918709,-15.013943,-12.755389,-15.417319,-16.123547,-15.526632,-17.163431,-18.461304,-19.223036,-17.096958,-16.308754,-16.440037,-18.013836,-18.030376,-18.218697,-18.227867,-18.031357,-16.311117,-16.274044,-15.123577,-15.271177,-14.688727,-14.006574,-13.771829,-11.082493,-12.383467,-14.425657,-16.887867,-17.391129,-16.677683
1989,-13.744503,-13.921011,-15.819729,-15.482207,-17.281883,-17.22106,-17.776701,-17.448423,-15.55923,-15.226092,-15.468382,-15.698434,-14.650502,-14.370205,-13.955947,-14.34268,-17.279324,-15.855675,-16.055843,-15.907099,-16.300682,-15.557055,-14.806849,-14.517427,-14.189769,-13.648324,-14.638785,-16.896162,-18.789593,-19.186539,-17.921776,-16.720345,-16.007376,-15.38004,-14.34305,-14.303756
1990,-13.171016,-13.469972,-15.421075,-15.366737,-14.783958,-15.188879,-14.127388,-14.257054,-13.987075,-14.222068,-13.037629,-12.346073,-12.854771,-14.0368,-11.798651,-15.057312,-14.6600685,-15.3579035,-13.268891,-13.481144,-14.083864,-14.648512,-14.1763,-13.731377,-13.098167,-14.515882,-12.144186,-13.329116,-13.915883,-14.238594,-15.482617,-16.19747,-16.079151,-14.062757,-13.794789,-14.527895
1991,-12.744379,-12.879112,-14.844805,-14.186226,-15.2682495,-16.077961,-17.060856,-16.831028,-15.28965,-15.086414,-15.294429,-15.255028,-14.932772,-13.743992,-13.660394,-14.143001,-14.41722,-14.895186,-15.963797,-16.483114,-15.790947,-16.206974,-15.38992,-14.528337,-14.042103,-13.072939,-13.74064,-13.40431,-15.990526,-19.069628,-18.487684,-16.744268,-15.845097,-15.345837,-14.996594,-13.743889
1992,-18.237059,-18.384893,-16.74648,-15.481182,-14.734631,-13.628234,-14.580302,-14.354478,-13.045038,-15.743089,-15.801873,-14.464322,-14.645215,-19.67336,-20.210192,-17.970774,-18.573664,-18.738056,-17.945753,-18.115097,-19.212196,-17.60517,-17.185312,-15.662269,-15.28924,-15.006228,-14.333733,-15.577103,-14.391697,-14.379047,-10.391799,-11.306478,-13.719588,-16.621674,-18.096638,-17.943659
1993,-15.73348,-15.250404,-15.036295,-14.542557,-14.174901,-14.319546,-14.809288,-15.774509,-14.652444,-15.170942,-15.667196,-14.314585,-14.10746,-15.410595,-19.13818,-17.005238,-15.064867,-15.559821,-17.18819,-16.457396,-17.826363,-17.607674,-16.645401,-15.28988,-14.991959,-15.012775,-15.422794,-15.442625,-15.483399,-15.462432,-16.136314,-15.242206,-14.2549515,-14.043359,-13.605586,-14.708905
1994,-14.701905,-14.098992,-14.186741,-14.581478,-14.365617,-14.2005005,-14.596371,-14.667644,-13.529657,-14.180535,-14.599557,-13.944662,-13.599819,-14.621869,-17.35468,-15.53588,-13.423491,-13.208397,-13.30143,-13.2364235,-14.179897,-13.991421,-14.330328,-14.408951,-14.643982,-13.610798,-14.30079,-14.995827,-14.76922,-14.422802,-14.433809,-13.9839115,-13.325858,-14.660307,-14.262041,-14.1303215
1995,-13.467361,-13.454072,-12.684491,-12.492382,-12.781997,-13.596554,-13.3953705,-13.629139,-12.578796,-12.738428,-12.934494,-12.583315,-12.570887,-13.655432,-12.457964,-12.563433,-12.663923,-12.405837,-13.19989,-13.14258,-13.599855,-12.737337,-13.659996,-12.743034,-13.832577,-14.15074,-12.549946,-13.093843,-12.824035,-12.486192,-13.177991,-13.747543,-13.015997,-12.8258705,-13.148738,-12.993885
1996,-14.305185,-13.787022,-14.602619,-16.27404,-16.964214,-17.191906,-17.623783,-17.489988,-14.609843,-14.394669,-14.861389,-14.01265,-14.848051,-17.101677,-17.06662,-18.076355,-18.904442,-18.169363,-17.375937,-17.076632,-17.811493,-16.36859,-15.308283,-14.858118,-14.582478,-13.826845,-14.344788,-15.811476,-18.082027,-18.730324,-19.139687,-19.25169,-18.930964,-17.040447,-15.776207,-14.914738
1997,-13.738134,-12.810218,-15.655714,-15.955738,-17.738754,-16.628777,-17.012987,-17.555782,-15.47038,-16.103285,-15.981642,-16.083487,-14.15835,-14.309909,-14.247732,-17.560963,-19.710648,-20.177792,-18.618988,-18.267834,-16.650047,-16.595196,-15.945395,-14.057268,-13.720192,-12.724808,-15.916623,-18.165527,-20.00721,-20.969069,-18.052921,-17.696812,-16.172682,-15.676874,-14.399406,-13.778477
1998,-13.577528,-13.71525,-13.209997,-12.877537,-12.87343,-13.513542,-13.029609,-13.119419,-12.326389,-12.805568,-12.106604,-12.039711,-12.9996195,-13.281993,-12.7466,-12.930254,-12.799721,-12.204489,-13.262811,-11.921715,-12.5766,-12.813927,-13.40768,-12.266132,-13.619946,-12.723316,-12.608842,-12.803169,-12.72943,-12.395535,-12.822845,-12.940962,-12.081853,-12.618204,-12.730751,-12.509537
1999,-13.269325,-12.835926,-12.991757,-13.012907,-12.874212,-13.329447,-13.481436,-13.113115,-12.308748,-12.689042,-12.5138,-12.891554,-12.439078,-12.369214,-12.993988,-12.2858925,-12.425748,-12.881966,-12.860544,-12.019573,-12.341705,-12.790283,-13.031387,-12.378061,-12.925643,-12.994015,-12.399254,-12.505793,-12.508123,-12.303183,-13.073317,-12.769543,-12.472132,-12.698708,-13.074701,-13.084309
2000,-14.556708,-13.515745,-13.637885,-13.826784,-14.259988,-14.862703,-15.276641,-14.326536,-12.147373,-13.47418,-14.2073,-15.346803,-15.359302,-14.355302,-13.642002,-13.728012,-13.26419,-13.223609,-14.071014,-11.692532,-13.2390585,-13.494507,-13.901052,-12.925667,-13.717432,-13.588575,-12.003338,-12.956443,-15.326834,-14.351663,-16.355947,-16.499136,-14.607166,-15.206004,-15.3630495,-14.559655
2001,-13.948284,-13.763809,-13.741061,-13.666321,-14.138132,-13.630795,-13.777933,-14.2265,-13.356764,-14.047239,-13.613007,-13.811974,-14.269417,-15.946906,-15.822,-15.226959,-15.00164,-15.382015,-14.954043,-15.18502,-15.462048,-15.344484,-14.743593,-14.205921,-14.246097,-13.708657,-14.627935,-14.178274,-14.30607,-14.075981,-12.893521,-12.670231,-13.544811,-15.310806,-15.152485,-14.260269
2002,-14.980125,-14.489347,-14.90893,-15.617382,-17.463737,-17.423801,-17.76677,-17.490036,-15.068266,-14.259877,-15.862968,-15.5861435,-14.194478,-15.085636,-14.905666,-14.527672,-14.980135,-15.375093,-14.839909,-14.386826,-15.555515,-16.121727,-16.813797,-16.21429,-16.478203,-15.912288,-17.41562,-19.332182,-19.489151,-19.158512,-17.728127,-16.477142,-15.849211,-14.765515,-14.578946,-13.78823
2003,-13.458654,-13.386263,-13.239889,-13.179273,-13.029236,-13.387598,-13.484155,-13.567275,-12.61093,-13.155918,-12.57051,-12.876766,-12.272594,-12.59282,-12.777041,-12.347946,-12.238682,-12.804323,-12.969282,-11.384335,-12.0844755,-12.658474,-12.983857,-12.148551,-13.37007,-13.218488,-12.488685,-12.6601305,-13.046474,-12.798657,-13.454633,-13.459732,-12.949433,-12.942335,-12.875733,-13.142676
2004,-14.306824,-14.064663,-14.8774605,-15.540705,-15.885523,-16.559334,-16.865284,-16.965145,-14.26859,-13.887382,-14.385184,-13.350171,-15.002796,-16.153751,-16.065582,-16.288935,-16.903393,-16.058311,-15.858894,-15.650257,-16.525928,-16.232155,-15.351294,-14.820988,-14.901693,-13.960176,-14.367495,-15.403486,-15.887766,-17.28241,-17.351002,-16.91098,-16.785892,-16.19168,-15.120954,-14.494854
2005,-12.477495,-12.648035,-13.118612,-12.88933,-13.153479,-12.925958,-13.154047,-13.164281,-12.857611,-13.114485,-13.154997,-13.1357,-12.123396,-12.5986185,-12.889408,-12.545089,-12.710057,-12.747528,-12.613892,-12.059212,-12.311007,-12.751806,-13.193482,-12.621984,-12.451205,-12.153526,-13.024179,-12.503071,-12.807445,-12.694223,-12.450518,-12.402601,-12.608539,-12.7452135,-12.621432,-12.835192
2006,-13.709044,-14.116528,-15.184608,-15.297815,-16.769737,-17.10624,-17.350792,-17.340248,-14.662102,-14.444933,-14.698706,-14.236746,-13.242922,-14.722179,-16.281406,-17.71774,-18.991642,-17.858898,-16.200075,-16.10721,-17.466541,-16.773354,-15.745546,-14.934141,-14.9668045,-14.021137,-14.502576,-14.6602745,-15.747628,-17.738922,-19.514378,-19.345629,-18.764933,-16.983547,-15.893263,-14.593738
2007,-15.800017,-15.822513,-15.472491,-14.6761675,-14.733952,-13.843292,-14.689204,-15.578214,-13.903049,-17.713272,-19.283634,-15.31007,-14.580131,-14.626088,-15.408575,-15.630833,-13.648277,-14.289429,-13.923014,-13.736189,-13.5705,-14.499159,-19.390432,-19.22297,-15.43631,-16.25629,-15.084195,-15.25788,-15.445984,-14.353914,-14.615509,-15.081812,-12.956196,-14.126953,-19.025126,-20.406319
2008,-12.350526,-11.311521,-11.928684,-12.542482,-12.745234,-13.232059,-13.232233,-13.289059,-12.655701,-13.295878,-12.732788,-12.207046,-12.19195,-12.624138,-12.390279,-12.3106365,-12.022942,-11.953302,-12.61744,-11.284718,-11.410818,-11.984882,-12.407588,-12.261322,-13.596864,-12.473085,-12.7027025,-12.921587,-13.416176,-12.622078,-12.113265,-11.886624,-11.774987,-11.672569,-11.705257,-12.248689
2009,-21.716177,-19.39672,-18.811466,-16.567158,-16.136864,-17.570217,-17.580067,-16.742645,-13.187947,-14.082029,-14.472703,-14.749111,-16.51064,-15.6287775,-15.519074,-15.211384,-14.0865345,-13.080768,-13.921071,-12.944433,-18.410748,-18.937843,-21.648258,-22.932062,-26.405737,-22.621536,-24.155315,-24.58846,-24.574335,-24.642548,-26.733982,-23.28596,-24.60749,-24.431135,-24.232334,-23.074799
2010,-12.385639,-12.408501,-12.216165,-11.984131,-12.300241,-12.868708,-12.3966255,-13.539162,-12.530909,-13.241131,-12.567878,-12.109392,-11.556407,-13.005472,-11.895847,-12.027699,-11.942549,-11.625086,-11.5678625,-11.57632,-10.913635,-11.892605,-13.518883,-12.185492,-13.036711,-12.662863,-12.662334,-12.750481,-13.302137,-11.837006,-12.370365,-11.794212,-11.940762,-11.850783,-11.90009,-12.133869
2011,-16.303434,-15.339991,-14.196873,-14.134072,-13.973194,-15.197155,-14.513823,-14.844298,-13.260521,-13.655807,-12.836744,-13.247223,-14.495595,-13.658675,-13.619297,-13.871496,-13.75072,-13.251933,-15.671984,-12.646343,-13.922474,-13.789159,-12.625362,-13.546497,-14.669667,-13.480106,-13.339212,-12.759249,-13.173428,-13.673206,-14.365475,-12.714208,-13.234102,-13.081666,-12.561865,-13.235571
2012,-14.800604,-14.280829,-14.298754,-14.107251,-14.171418,-13.686235,-13.897808,-14.164287,-13.208608,-14.074308,-14.17248,-14.094968,-14.113603,-15.776859,-16.48609,-16.157299,-15.132544,-15.232628,-15.557676,-15.84218,-15.962929,-15.437306,-15.207689,-14.711361,-14.78805,-14.155025,-14.7498045,-14.482607,-14.416416,-14.0319395,-12.632771,-12.632935,-14.02885,-15.821147,-15.9131775,-15.589494
2013,-13.086454,-12.94397,-12.883189,-12.994188,-12.97811,-13.194189,-13.489602,-13.306935,-12.480448,-12.90727,-12.507963,-12.759059,-12.314037,-12.561998,-12.8014345,-12.282583,-12.302187,-12.619919,-12.8904705,-11.875629,-12.397244,-12.607435,-12.9836035,-12.18741,-13.039587,-12.995081,-12.223631,-12.517161,-12.892252,-12.687622,-13.030731,-12.876661,-12.560955,-12.631696,-12.814151,-13.036531
2014,-14.540915,-14.468126,-14.945026,-15.119276,-15.588867,-15.738747,-15.726594,-16.142082,-14.00898,-14.240503,-14.786488,-14.176905,-14.247546,-14.956551,-15.812651,-15.060753,-15.902937,-15.893305,-15.181889,-14.96419,-16.44152,-16.223663,-15.459297,-14.765072,-14.805622,-13.84721,-14.709074,-14.262299,-14.755573,-16.66983,-17.345032,-17.388298,-17.960934,-16.639935,-15.889694,-14.819094
2015,-14.712697,-13.441515,-13.238759,-13.992027,-15.052844,-15.327627,-16.233713,-16.402746,-13.881216,-13.693922,-14.971632,-13.253636,-14.255955,-16.95766,-17.664608,-13.436052,-12.1821,-13.033992,-14.813114,-15.242926,-18.764833,-18.204838,-17.816866,-16.579885,-16.090372,-15.551209,-16.106064,-16.745203,-16.071756,-15.131894,-14.83891,-14.290877,-13.965542,-15.013833,-14.655485,-14.572044
2016,-15.507261,-14.762293,-15.7727585,-13.746349,-14.635405,-15.014875,-13.712788,-13.8490505,-12.489129,-16.872566,-19.734234,-15.948084,-14.436028,-14.146059,-14.73011,-15.310234,-14.287315,-14.463123,-14.266426,-12.759319,-11.735853,-13.402035,-16.482563,-18.410658,-14.698953,-14.270714,-14.745551,-15.128013,-15.731585,-13.870613,-14.700439,-14.531506,-12.928408,-12.614787,-17.649685,-19.893394
2017,-13.872056,-13.211964,-13.703117,-13.826099,-14.126996,-14.838963,-15.225517,-14.573831,-13.473613,-14.191521,-14.227627,-14.3762865,-13.147383,-13.507992,-13.841596,-13.680543,-13.9508915,-13.852642,-13.9170685,-12.889259,-12.809006,-13.464165,-13.057546,-12.9123,-13.315828,-12.668932,-14.050134,-14.104919,-14.258198,-14.228678,-14.306088,-13.851233,-14.589216,-14.862968,-14.473131,-14.327196
2018,-14.284824,-13.697943,-12.566986,-12.6507635,-13.325084,-14.018557,-13.844719,-14.311842,-12.9533615,-13.417034,-13.974874,-13.202127,-13.243108,-13.550592,-14.4739895,-13.669135,-13.189545,-13.008659,-12.674997,-12.470049,-13.197906,-12.581541,-12.883837,-12.904431,-12.894816,-12.302166,-12.82279,-13.231626,-13.291104,-13.073852,-15.071756,-15.260986,-14.563476,-16.730087,-15.092304,-13.770048
2019,-14.547835,-14.275461,-14.481516,-14.372782,-14.9932785,-15.239272,-15.955215,-16.145596,-13.59001,-14.561737,-15.785159,-14.373699,-13.981874,-15.0145235,-16.26573,-14.615269,-12.972597,-13.548345,-13.7744,-13.740815,-15.49707,-16.08302,-16.679085,-15.803095,-15.046807,-14.331306,-14.777363,-16.888544,-15.520096,-14.504509,-15.11593,-14.984814,-13.639208,-13.883456,-13.673067,-13.428326
2020,-13.439397,-13.847467,-15.119924,-15.621347,-15.871855,-16.095367,-16.397528,-16.440033,-14.232382,-14.013107,-14.703026,-13.505101,-13.729742,-14.52467,-14.344826,-12.397854,-12.113414,-13.014271,-13.25611,-13.187716,-15.740942,-16.81019,-17.648285,-16.704454,-16.01675,-15.207095,-15.421703,-15.917793,-15.455805,-14.688897,-14.153204,-13.444987,-13.131615,-13.757441,-13.794471,-13.954192
2021,-13.697167,-13.6737995,-13.28889,-12.669817,-13.118335,-13.817229,-14.043427,-13.4423685,-12.558323,-13.844904,-13.771761,-13.075592,-12.873062,-13.785765,-13.273802,-13.153783,-13.137689,-12.859015,-14.088171,-12.222094,-12.912781,-13.776527,-14.141531,-12.966753,-14.390619,-13.702929,-14.27863,-15.806218,-18.818672,-19.238209,-18.28745,-17.760109,-15.131888,-15.117351,-14.636036,-14.31241
2022,-14.726074,-13.800282,-13.67683,-13.474739,-13.608508,-13.48765,-14.119993,-14.475159,-13.29217,-14.490951,-15.084065,-14.102159,-15.020626,-17.715714,-18.762161,-17.24107,-15.0291605,-13.94907,-13.63338,-13.765911,-14.899914,-13.406519,-12.604621,-13.432431,-12.954587,-12.519703,-13.045048,-15.908434,-15.06284,-14.7734375,-17.066574,-16.675425,-15.688998,-17.06398,-15.695217,-14.602797
2023,-13.387688,-13.267515,-14.524172,-14.317209,-16.00081,-16.552494,-17.444592,-16.910677,-15.500398,-15.342085,-15.773249,-15.88794,-14.897099,-13.824236,-13.763544,-13.664576,-15.057899,-15.483494,-15.270509,-14.857417,-14.915253,-14.594505,-14.485502,-14.028593,-14.056801,-13.255969,-14.249554,-15.213888,-15.332327,-15.862083,-15.597067,-14.762744,-14.985344,-14.859442,-14.060896,-14.066351
2024,-12.676582,-12.123023,-12.214176,-12.286509,-12.105465,-12.472285,-12.071658,-12.329567,-11.831072,-11.973938,-12.421118,-11.8742075,-11.409579,-11.921147,-11.803698,-11.35385,-11.942977,-11.801061,-12.294844,-11.639405,-11.726685,-12.141453,-11.989398,-11.755108,-12.3896675,-12.741757,-11.788349,-11.913266,-12.067217,-11.752709,-12.085605,-11.911621,-11.943527,-11.602298,-12.105234,-12.318323
2025,-13.263646,-12.564344,-12.492696,-12.31139,-12.30611,-12.99223,-12.384585,-12.673155,-11.793282,-12.018875,-12.099515,-12.019715,-11.829165,-12.135383,-12.305865,-11.925363,-12.07366,-12.075667,-12.61415,-11.97257,-12.284519,-12.104167,-12.099681,-11.402592,-12.668595,-12.352831,-11.69539,-12.046262,-12.130132,-11.999383,-12.013856,-12.184584,-12.170463,-12.0311365,-12.040289,-12.48785
2026,-13.773531,-13.544831,-13.538124,-13.175762,-13.700741,-13.783995,-14.17386,-14.220051,-13.296662,-13.953141,-13.991809,-13.624954,-13.796706,-14.569974,-15.565533,-14.577087,-13.949128,-13.528857,-13.740111,-13.350701,-13.605743,-13.700031,-13.578503,-13.715762,-13.7444105,-13.028547,-13.685241,-13.874542,-13.72101,-13.848878,-13.720403,-13.471918,-13.143659,-13.84912,-13.155236,-13.166864
2027,-20.403786,-19.196667,-17.600533,-16.223547,-16.226025,-16.36783,-15.033775,-15.293772,-13.061229,-13.230742,-15.546474,-16.20776,-18.740818,-17.568237,-17.309595,-16.257828,-15.864514,-14.640216,-14.892503,-14.074264,-14.310813,-14.976971,-21.211987,-22.800844,-25.55278,-22.383575,-23.647495,-24.201853,-24.383968,-24.207163,-26.271894,-23.262295,-24.423988,-24.17744,-23.420116,-20.665844
2028,-12.320406,-13.388807,-12.856581,-12.828379,-12.780628,-12.961811,-12.684411,-13.219206,-12.042749,-12.493612,-12.58866,-12.030108,-12.071439,-12.393509,-12.469383,-12.488934,-12.460293,-12.278526,-12.683186,-12.236229,-12.433857,-12.502419,-12.729409,-12.096895,-12.799326,-12.956383,-12.132513,-12.245245,-12.134264,-12.1430645,-12.58267,-12.883323,-12.017372,-12.528109,-12.484758,-12.515326
2029,-14.413433,-14.598134,-13.797171,-14.356213,-14.233946,-14.989633,-15.250269,-13.821845,-13.718428,-14.312714,-13.462679,-14.927439,-14.234129,-13.775415,-13.7921715,-12.972511,-13.725423,-13.892391,-14.099498,-12.754135,-13.16231,-14.014568,-14.159599,-13.298492,-14.437517,-13.485319,-13.323984,-13.968224,-14.211729,-13.780613,-14.86956,-14.216726,-14.86768,-14.215288,-14.192271,-15.081559
2030,-14.541985,-14.331536,-15.189871,-15.680058,-18.532558,-17.667194,-18.69476,-18.816914,-15.251993,-15.138357,-16.364563,-16.244637,-15.515919,-15.929367,-15.892856,-18.498196,-17.584724,-17.409588,-17.036871,-16.974897,-18.352325,-17.1609,-15.634189,-14.84581,-14.352686,-13.824533,-17.812445,-16.556114,-20.59657,-20.68232,-19.306204,-17.621532,-15.607437,-14.945707,-14.049989,-12.121866
2031,-14.025608,-13.32657,-13.875923,-14.034655,-14.805389,-15.581322,-16.333143,-16.33147,-14.379509,-14.863762,-15.602861,-13.949059,-14.226943,-15.826611,-16.627361,-13.558454,-13.08625,-13.557993,-14.949347,-15.025009,-15.601443,-15.757539,-15.332663,-14.689346,-14.889672,-14.328512,-14.976827,-14.980118,-14.678166,-14.872986,-15.052046,-14.325027,-14.22587,-14.047812,-13.409786,-13.902105
2032,-13.603497,-13.38333,-13.123736,-13.3052025,-13.241939,-14.236919,-13.389378,-14.0411415,-12.803467,-13.379092,-13.204393,-13.173999,-12.265743,-12.851868,-13.154893,-12.330988,-12.86028,-13.273524,-13.737601,-12.11075,-12.942646,-13.141735,-13.341555,-12.42032,-13.578695,-13.21566,-12.302175,-12.80086,-12.584751,-12.599994,-13.172189,-13.613955,-12.736561,-13.031802,-13.106246,-13.428916
2033,-13.751593,-13.853687,-13.993261,-13.7951,-13.843151,-13.449788,-13.569603,-13.758329,-12.901056,-14.505577,-13.7682905,-13.590955,-13.708177,-14.663278,-14.383832,-13.984704,-13.801155,-13.730527,-13.811684,-13.651243,-13.799229,-13.906365,-14.501818,-14.050922,-13.937065,-13.259499,-14.069416,-13.797625,-13.719297,-13.446545,-12.128958,-12.058868,-12.776478,-14.298643,-14.08621,-14.082958
2034,-14.391169,-13.548315,-13.627327,-13.442087,-14.461601,-14.590831,-15.509778,-15.837025,-14.073328,-15.353592,-15.97581,-14.697908,-13.761477,-14.153319,-16.652567,-14.346073,-13.070629,-13.630459,-14.56318,-15.322217,-18.512676,-18.481258,-17.706219,-16.32376,-15.804136,-15.817894,-16.352394,-17.326988,-16.662338,-15.356002,-14.612684,-14.214066,-13.112468,-13.565464,-13.361302,-13.585712
2035,-13.53596,-14.157006,-15.491742,-16.393913,-16.702145,-17.153173,-17.589207,-17.664093,-14.9950485,-14.66527,-15.268831,-14.060721,-14.959417,-16.319775,-17.452543,-15.641554,-15.994934,-16.456701,-15.890453,-15.483297,-17.627384,-17.772335,-16.911514,-15.7127495,-15.371642,-14.58312,-14.872894,-16.379345,-16.591305,-16.69527,-17.353064,-17.138039,-17.683605,-16.872631,-16.134548,-14.704319
2036,-12.967425,-12.833363,-12.852168,-12.818991,-12.845627,-13.296688,-13.349309,-13.350687,-12.261564,-12.595161,-12.377705,-12.708964,-12.46566,-12.585058,-12.726408,-12.204365,-12.205479,-12.632588,-12.738563,-11.812362,-12.595114,-12.448013,-12.913429,-12.306139,-12.923938,-12.820473,-12.131133,-12.488819,-12.493904,-12.158701,-12.69229,-12.787753,-12.529493,-12.541544,-12.6966715,-12.955025
2037,-13.7229595,-13.456424,-14.2192745,-15.261237,-17.905735,-18.60719,-19.23487,-19.646683,-17.534544,-16.1097,-16.723476,-16.225073,-18.884983,-14.867388,-13.9666195,-15.303862,-19.284296,-19.429724,-19.072561,-17.808176,-16.434013,-16.058504,-14.593832,-14.193016,-14.175602,-13.945433,-13.958897,-15.519329,-17.696554,-21.008522,-20.664572,-19.018726,-17.600458,-16.430676,-15.304066,-14.16333
2038,-13.55564,-14.469852,-16.617067,-16.470177,-16.873194,-18.147434,-18.29981,-18.261927,-15.497389,-14.838729,-15.633788,-14.591838,-14.306537,-14.896688,-15.859847,-15.073898,-15.5296955,-15.106321,-13.963173,-14.050904,-15.648039,-16.29639,-16.153908,-16.540863,-15.571636,-14.390649,-15.464399,-17.94224,-16.140669,-15.68469,-15.316635,-14.938805,-16.57526,-17.244942,-16.41554,-16.49268
2039,-12.695429,-12.888227,-15.063936,-15.043697,-17.027054,-17.178938,-17.738968,-17.5812,-15.720874,-15.384646,-15.864087,-16.08255,-15.6589365,-14.599351,-13.727989,-14.044608,-17.460808,-16.403635,-16.13873,-16.06173,-16.531754,-15.43195,-15.129391,-15.230213,-15.265057,-13.717438,-14.479314,-14.951573,-16.41905,-20.65956,-19.030327,-18.349836,-17.965906,-16.097961,-15.771694,-13.751861
2040,-13.112185,-12.5850935,-12.79795,-12.858818,-12.504162,-13.373369,-13.181696,-13.359377,-12.455776,-12.704145,-12.945261,-12.858345,-12.292884,-12.674485,-12.499127,-12.183819,-12.391724,-12.406777,-13.141565,-12.123358,-12.544003,-12.854683,-12.958291,-12.193702,-13.411181,-12.713146,-12.038471,-12.439756,-12.431334,-12.392586,-13.204214,-12.7247095,-12.700907,-12.634623,-12.7393265,-13.4712715
