PID,x,y
410,14.969971,24.651926
411,16.993435,36.800625
412,18.065775,-3.0908475
413,-0.118345715,-16.07808
414,60.720596,-10.496509
415,5.7670736,13.073652
416,-16.628883,-2.4177923
417,71.160385,11.223891
418,-7.544235,-11.168313
419,17.025162,15.318112
420,5.841212,12.455999
421,8.345966,24.792961
422,19.394373,12.148395
423,71.71492,12.54539
424,-46.72049,3.7188156
425,31.350744,-14.365471
426,71.02581,8.944467
427,-72.900345,1.6051127
428,58.775475,-24.787016
429,18.282331,12.54101
430,30.746498,-25.39875
431,14.048416,38.31295
432,62.628822,-7.3243318
433,13.952848,36.94434
434,71.34013,12.856371
435,73.1447,4.9154
436,72.81314,4.364574
437,73.188286,5.406541
438,-41.41631,-4.958827
439,12.529407,-11.491455
440,72.82913,5.7652545
441,28.042013,-18.280712
442,32.01976,-14.415331
443,12.091085,33.204647
444,10.834578,31.761415
445,0.04800036,-16.244505
446,7.893977,-9.208648
447,17.805824,20.117199
448,72.279915,10.168351
449,-72.36313,1.7021897
450,-61.46641,3.7350261
451,-63.21341,3.6033206
452,21.753609,-8.622512
453,33.838696,-14.995145
454,8.466902,22.38799
455,5.0307965,-21.131584
456,27.613245,-19.005667
457,32.302,-16.650679
458,38.61999,-18.899172
459,12.624448,33.870296
460,2.4242704,-24.476917
461,68.191765,-0.6158238
462,26.309427,-29.455929
463,72.29109,6.1767497
464,-1.5291941,28.25063
465,68.32894,-2.0190058
466,-52.322517,6.189908
467,71.43473,-3.6684077
468,13.09705,34.790623
469,29.692554,-18.674494
470,5.1633096,-16.532934
471,5.245465,-15.513706
472,-55.180458,2.5890384
473,48.005238,-13.222845
474,1.7812395,-17.590042
475,12.740969,35.703423
476,26.870583,-19.953327
477,-15.09889,21.78984
478,-11.724261,33.382668
479,8.891535,12.578412
480,5.12586,48.417103
481,-71.56145,2.1780682
482,28.29696,-23.685732
483,27.682182,-24.043379
484,71.52627,12.006397
485,52.977722,19.025919
486,55.64678,-11.943402
487,3.7814896,12.1972475
488,12.1099415,27.920069
489,13.5923815,36.188126
490,71.76553,11.59815
491,18.956663,10.303714
492,-2.555727,2.5749445
493,32.223366,-16.580708
494,-55.632523,-1.2026176
495,15.042938,37.11346
496,15.175347,37.921165
497,73.02649,5.1407337
498,33.720047,-14.762227
499,-61.99315,3.7482178
500,18.112696,-3.0914214
501,-4.9129777,-18.27264
502,-12.614214,-1.2780335
503,64.06581,-5.0147967
504,-34.811977,0.28234997
505,10.468595,12.564294
506,12.671152,36.32854
507,-30.76497,-4.33034
508,17.584812,36.682976
509,48.14785,-10.664778
510,33.84422,-14.679156
511,18.896175,11.435814
512,18.245493,10.011257
513,14.665699,24.259418
514,12.47273,-16.207548
515,-38.7282,-13.322512
516,13.178734,38.58887
517,18.724117,11.709768
518,13.223283,12.68277
519,14.196578,36.682842
520,71.48294,-3.8906858
521,12.172075,39.101097
522,15.784521,24.618368
523,-42.620136,0.5543849
524,63.690903,-3.706125
525,59.694214,-9.390194
526,9.264673,23.242048
527,63.924988,-3.700049
528,27.749454,-23.899645
529,-25.140184,2.2517295
530,-3.2051938,-17.4734
531,-2.651803,-20.019909
532,14.881185,24.720322
533,71.161316,-1.3284293
534,69.7597,4.21903
535,64.35687,-3.6514158
536,71.72431,-1.768649
537,27.960867,-20.604116
538,-48.36537,1.2038345
539,-4.282447,46.99924
540,21.823614,-8.75969
541,76.37396,1.2477216
542,2.2601871,-13.585904
543,69.28034,-1.0412732
544,70.736404,2.186065
545,14.797564,34.620197
546,-50.833122,1.9687489
547,70.93189,2.3474572
548,4.379192,-15.153546
549,12.557474,5.818057
550,-11.71592,33.643486
551,73.32359,5.414656
552,33.05795,-19.471378
553,59.402733,-10.653572
554,-29.290075,2.7861032
555,9.930289,24.241507
556,64.71276,-4.0190883
557,70.97729,2.6873803
558,11.197416,12.974165
559,63.66421,-6.0210724
560,-38.89027,3.3633556
561,4.4834485,12.2184
562,14.060972,36.227123
563,71.9043,7.7838287
564,38.28951,-17.49326
565,-17.842937,17.154768
566,9.023563,17.310196
567,-23.934141,-9.038608
568,72.04256,6.984484
569,73.46657,4.1940866
570,53.118145,19.067308
571,-64.30537,3.4192765
572,76.535286,4.0781837
573,76.40698,0.734371
574,60.324726,-10.561038
575,15.158302,37.846504
576,67.78702,0.5178622
577,-42.788525,3.1191835
578,-2.6129532,-16.542484
579,61.12003,-9.894977
580,72.31316,7.9996815
581,47.753998,-12.902486
582,-40.29328,-3.7768023
583,11.014274,30.479597
584,70.35377,-3.753111
585,10.8293085,23.8592
586,11.332944,31.247099
587,11.474198,32.935722
588,49.264397,-15.953624
589,77.59925,3.4935029
590,74.375435,-1.4444456
591,-28.06409,-6.00742
592,28.007551,-22.946293
593,-59.82403,4.616936
594,13.510358,38.44547
595,71.5844,9.255136
596,-3.9546475,-4.3212643
597,26.354856,5.796549
598,-25.894611,-12.799112
599,-19.142092,2.2122157
600,13.632992,30.478844
601,72.22845,11.2194805
602,72.62793,9.387066
603,63.144424,-5.2932763
604,14.333108,38.204464
605,75.24255,3.7885413
606,0.7237133,-16.891066
607,15.018662,38.240597
608,14.336072,35.694534
609,53.13303,18.777138
610,10.533345,37.91968
611,16.119143,36.960342
612,73.206406,1.5015212
613,31.588617,-16.087421
614,49.779095,-13.300526
615,72.02212,12.957743
616,-31.314331,-2.6479917
617,-1.8916352,10.897334
618,14.3503475,37.76824
619,-35.04508,-7.560479
620,-21.782019,0.60500485
621,15.143065,37.883545
622,12.15271,34.580467
623,6.085455,12.845154
624,15.745751,37.617523
625,15.2628975,38.104343
626,14.217832,38.62964
627,12.360954,-16.68915
628,-51.121635,2.3153982
629,-0.81772697,-2.3100846
630,-55.380722,-0.8151956
631,48.47251,-10.441588
632,28.920973,-25.050463
633,-47.824482,1.7520324
634,-65.99781,3.716766
635,-4.5444736,-18.009321
636,76.55296,2.3718543
637,3.5628073,12.026026
638,76.076584,0.021764982
639,13.471913,35.707
640,72.541016,1.6381112
641,44.6469,-15.44138
642,-72.009315,1.9939251
643,69.96382,-1.6561782
644,72.521965,9.283971
645,-39.364132,-15.205234
646,-14.934694,-11.709481
647,65.80672,-5.2204237
648,25.118076,-29.40848
649,71.98256,11.271319
650,53.125893,16.766588
651,-69.49578,4.330811
652,4.573715,-15.979114
653,11.616709,28.857145
654,6.231721,14.054523
655,-90.16421,-4.474503
656,-75.11056,-0.029191673
657,70.78768,1.3229362
658,-33.181293,-2.8365893
659,51.388054,15.889219
660,10.58047,12.022579
661,76.20326,2.815783
662,-38.62587,-13.529864
663,2.442441,11.386158
664,34.648075,-18.550455
665,-35.74141,0.4483947
666,10.255786,17.835278
667,72.156265,10.565477
668,28.140274,-20.789177
669,9.974848,-5.2406936
670,15.790311,36.029606
671,68.06094,-0.081121854
672,78.42455,2.1927867
673,11.368732,35.400013
674,52.999004,18.109066
675,34.963757,-17.168419
676,-42.513268,1.878629
677,66.34497,-4.413736
678,2.454238,-18.588198
679,14.547298,37.55002
680,72.08316,8.172959
681,72.23664,11.605079
682,14.140074,34.09143
683,71.67788,6.525069
684,-9.293237,-7.349233
685,-42.41466,1.0278249
686,16.810816,34.860073
687,12.783514,3.2974877
688,-37.443733,3.6485689
689,-3.6855872,-21.135803
690,73.349266,6.1223564
691,75.91677,3.570386
692,26.57752,-21.82293
693,17.173841,34.537766
694,61.104996,-10.918156
695,15.280799,-18.297625
696,10.71805,17.331436
697,-28.241573,3.1877396
698,78.4804,2.5088537
699,72.10997,10.046308
700,47.98145,-13.553212
701,9.206435,7.6276355
702,-22.278751,-0.8488593
703,9.383529,13.669009
704,9.286168,27.44805
705,-11.815906,4.290714
706,72.232185,10.078641
707,73.44788,1.3459839
708,63.629494,-5.2421274
709,13.9683275,36.310947
710,-42.2411,4.1616855
711,28.84231,-20.19819
712,-96.43529,-8.311862
713,-102.068,-13.310796
714,75.58477,0.16042575
715,70.65959,1.0424024
716,-43.73555,1.3737296
717,-71.079704,1.9777607
718,-8.960558,42.5114
719,13.943728,31.336636
720,59.425846,-11.0555315
721,13.7001505,34.70465
722,-17.305592,12.3899355
723,77.98133,3.138193
724,59.779514,-10.645238
725,74.9158,-3.869516
726,-40.586525,3.0578222
727,8.6475525,26.826048
728,-49.249866,0.32828432
729,16.640839,35.08511
730,-9.915424,-13.170392
731,-71.968285,2.1644926
732,71.49558,8.181613
733,-38.22625,3.8706503
734,14.768869,37.22085
735,-59.907146,4.7742767
736,10.585924,11.022861
737,-0.7336309,-5.8916426
738,6.9565363,11.693198
739,-38.132908,4.699722
740,76.94595,2.5139122
741,58.49143,-10.785029
742,13.990376,33.174103
743,74.06732,3.6373754
744,77.21598,4.592793
745,-73.62331,1.7864646
746,71.9162,10.443204
747,12.629356,30.666323
748,72.10208,9.037582
749,18.08261,33.136986
750,15.963325,15.404795
751,67.871216,-4.3628297
752,13.358832,32.05808
753,46.902763,-17.848442
754,62.935417,-6.1862073
755,70.16633,3.9359484
756,14.400158,35.913464
757,15.582339,35.335835
758,76.43985,3.3310826
759,26.25646,-24.613682
760,50.912766,-10.606903
761,-26.299055,1.8633223
762,17.01125,33.994095
763,8.566044,26.541315
764,-21.0165,1.3557365
765,3.3279157,13.541077
766,45.41848,-13.316893
767,-19.583872,-3.5005713
768,-47.884354,1.5449262
769,18.878218,10.307113
770,71.32806,6.4764676
771,73.32464,6.160602
772,-38.95458,4.0296645
773,63.464,-5.02876
774,8.596062,27.425858
775,71.36568,6.0055766
776,0.7147641,10.280098
777,73.335785,0.25758097
778,69.47399,1.3728808
779,56.870304,-11.683678
780,72.10684,8.785556
781,-23.767424,1.3704728
782,11.737711,11.803702
783,-11.490048,-11.109881
784,68.92753,-5.767763
785,59.41572,-10.628544
786,0.7736464,10.054875
787,3.623631,13.796239
788,-32.931145,-0.061896857
789,31.155632,-25.415781
790,10.433417,-14.460459
791,-24.159056,-10.729534
792,74.21229,0.32328162
793,12.390415,30.457262
794,53.020187,18.085962
795,71.36793,6.703651
796,12.895787,28.993557
797,26.161154,-30.463018
798,12.285043,18.607403
799,-3.2418106,-20.091244
800,70.92079,5.9347153
801,69.64624,1.9128958
802,70.27988,4.894708
803,59.47564,-1.139175
804,-2.0827754,16.119139
805,70.37005,3.7082949
806,71.705956,6.6404767
807,74.122925,2.030642
808,15.360781,-18.059874
809,64.03976,-5.6369934
810,4.210294,16.034231
811,11.501992,11.362799
812,74.649345,2.959422
813,-16.08498,6.079855
814,-16.142946,2.5914707
815,13.881163,33.424175
816,-25.700975,2.5034468
817,43.198154,9.730673
818,-15.980844,3.0469248
819,2.602302,-17.453627
820,17.288404,34.281113
821,12.353005,27.252813
822,15.62194,33.96266
823,66.287796,-3.5941575
824,26.58267,20.158028
825,-0.15158789,-18.801935
826,1.4805211,11.30275
827,-50.165928,3.5428278
828,-0.3371216,-17.476074
829,70.09972,1.0283824
830,68.73057,4.0952916
831,15.796873,34.25349
832,-6.870511,36.979153
833,10.346215,11.104664
834,70.42001,1.2410935
835,63.728878,-4.566374
836,73.56367,1.9874063
837,16.470087,12.142306
838,70.54785,-0.12171778
839,10.358736,17.17826
840,8.228005,8.992755
841,14.774925,11.417305
842,16.545519,38.24345
843,10.624581,26.290861
844,15.910306,34.246185
845,-89.38659,-4.501336
846,11.625852,32.635162
847,72.99167,1.4767302
848,12.052852,21.088726
849,16.33302,35.568054
850,13.032197,34.11058
851,62.929054,-11.071809
852,67.69206,2.5020182
853,74.67355,2.6155634
854,15.370789,34.538906
855,-63.85627,3.1971264
856,-24.876896,7.692775
857,73.322685,-1.1175364
858,16.126446,35.911873
859,9.645712,27.297375
860,37.96552,-15.440116
861,1.564455,11.902114
862,55.434376,-20.219027
863,-0.7693155,-22.246368
864,1.7796698,11.192973
865,11.216328,28.24403
866,25.890648,-29.799229
867,10.816257,29.772236
868,-0.93055737,-17.847982
869,-35.736584,0.11286422
870,62.78366,-10.312364
871,-38.21139,-3.6053514
872,75.02206,3.0047748
873,74.51391,1.7668884
874,-39.378994,4.675719
875,-30.599627,-1.4378817
876,68.92281,0.0028089671
877,-9.876068,20.069084
878,9.180231,17.314232
879,71.68326,1.8500637
880,14.411748,34.542004
881,74.52688,3.499107
882,47.529125,-12.166004
883,47.810993,-11.166706
884,-34.680527,2.7715225
885,-2.546266,8.7490835
886,75.32626,1.3015835
887,64.59412,-10.479171
888,57.81438,-12.236873
889,13.768749,29.972424
890,75.928406,2.183623
891,57.584248,-12.3080635
892,15.1045885,33.623447
893,-11.750645,26.351135
894,47.385952,-12.477998
895,14.609485,34.36357
896,12.037528,30.05153
897,-36.358818,-1.085262
898,19.765806,22.947044
899,56.237545,-19.664333
900,16.19918,25.188162
901,16.215014,35.00437
902,73.498,7.490974
903,28.334408,-24.315563
904,76.44935,4.4425774
905,-62.515347,4.1129994
906,14.392997,33.551636
907,17.441654,21.25422
908,26.405888,-30.784079
909,-8.747626,26.121838
910,16.04297,11.160976
911,16.33455,29.001688
912,77.60208,2.2015903
913,-36.45478,1.6789008
914,-12.138664,5.7021422
915,75.72023,3.8206644
916,12.869217,33.24795
917,74.34186,2.7797234
918,56.604874,-12.804112
919,-8.902943,41.421555
920,-9.090122,3.0250154
921,-16.273651,4.670194
922,9.429754,17.341013
923,48.490414,13.7834
924,-13.527507,1.3807391
925,15.254174,10.94899
926,2.256779,-16.682812
927,71.942444,1.2536952
928,76.84904,3.5480168
929,1.2811168,14.196833
930,69.89627,-0.80919933
931,6.244461,11.444519
932,72.105995,1.0627822
933,70.37405,-6.2664666
934,77.83007,2.0155098
935,-64.29968,1.7512195
936,49.743607,14.87528
937,33.41684,-15.97444
938,11.70323,30.55627
939,59.739716,-1.4404867
940,73.67512,-1.5237644
941,73.824066,1.9764303
942,37.047676,-28.920181
943,15.053229,32.28157
944,75.84686,4.383356
945,66.55501,0.40938574
946,47.944157,-10.274321
947,18.154247,19.468151
948,16.2635,37.87245
949,31.86039,-25.907343
950,18.469551,19.319199
951,13.084067,33.404133
952,75.52432,3.3801575
953,56.961643,-11.643935
954,16.605276,11.413544
955,-5.7545314,32.04411
956,-36.154415,-0.6930808
957,-24.727415,1.0575463
958,74.55221,-1.6101698
959,77.656334,3.9369435
960,9.650821,28.686508
961,63.30998,-4.726542
962,68.14431,-0.2031323
963,15.6067,38.92851
964,16.538685,36.735283
965,-19.73942,4.0073295
966,10.841716,28.479977
967,-37.091934,0.14626
968,56.93005,-11.664596
969,-22.52166,-0.5000594
970,6.646493,11.863369
971,6.8558693,11.047048
972,13.179224,30.83473
973,19.34034,34.03833
974,17.238691,-24.94192
975,65.67564,3.0274794
976,11.518159,31.899069
977,64.20752,0.8066028
978,74.12369,-6.175081
979,-1.5043256,8.952498
980,75.34472,1.6695536
981,9.421783,9.171007
982,11.860951,27.348787
983,5.7271776,13.48604
984,6.3725677,-22.568123
985,18.262655,35.48132
986,-22.935972,0.0041625067
987,8.527552,25.244915
988,15.203888,18.795824
989,58.12519,-12.921553
990,-6.563002,-15.855635
991,11.854508,-9.434314
992,1.4851606,-20.93622
993,-3.2668462,-0.9798378
994,-31.031612,0.09917597
995,16.851603,14.363208
996,64.594284,1.691856
997,71.3911,0.8944363
998,5.952692,-23.28892
999,72.1077,1.2507855
1000,74.22151,4.2296295
1001,14.837799,11.406258
1002,7.3005977,11.217696
1003,10.765151,16.425957
1004,-2.3713658,-1.3564112
1005,-12.459861,2.095863
1006,67.95709,3.5713408
1007,17.17927,14.722469
1008,72.91958,-5.418769
1009,74.01028,-1.671907
1010,0.46739143,13.391672
1011,64.88202,-11.701789
1012,64.741905,2.0440905
1013,57.46323,-17.346771
1014,-9.574495,3.2050507
1015,-35.971546,-0.100278124
1016,72.34522,6.9138002
1017,65.967674,-10.137794
1018,-27.920292,3.3775465
1019,76.94751,3.6227095
1020,77.65514,3.980589
1021,11.143123,12.259573
1022,-0.6954054,10.990233
1023,60.827995,-15.105793
1024,14.946352,-19.777
1025,-35.849586,-0.056755833
1026,68.4071,-5.5654154
1027,-15.058386,2.7871077
1028,-31.303152,3.9901557
1029,0.6407653,0.7168275
1030,74.83891,3.1345937
1031,65.340576,1.8888433
1032,32.313,-26.206358
1033,16.529457,14.825284
1034,14.384789,30.292715
1035,64.815865,1.7575668
1036,61.721485,-15.3986435
1037,-2.0767167,16.06934
1038,16.817957,36.370754
1039,64.61504,-19.618519
1040,-55.88374,3.5776312
1041,71.62053,1.0177413
1042,-16.621943,3.7421646
1043,0.2855212,-0.41652188
1044,76.66726,3.6634934
1045,-9.506744,30.221289
1046,15.541272,11.109385
1047,-14.431058,1.9336954
1048,15.299501,30.330647
1049,67.46502,4.5610785
1050,-35.73053,-1.0313075
1051,-16.917408,0.9087608
1052,-0.828202,-1.2847362
1053,16.070122,34.418804
1054,-14.376645,2.416275
1055,9.003526,28.568628
1056,-0.34675375,-0.5759496
1057,15.128633,32.94792
1058,-16.601501,3.001005
1059,15.875458,34.031185
1060,-13.065484,2.0166855
1061,-13.283573,23.518705
1062,16.13047,32.051945
1063,1.2414376,-22.040915
1064,68.695694,2.4943902
1065,-10.407814,0.87539554
1066,6.4758334,12.379856
1067,16.82703,14.498393
1068,-1.7418959,8.8375
1069,6.5458183,0.40609172
1070,7.5402284,5.891098
1071,12.263531,11.375456
1072,73.283104,2.2743797
